stem,class,blob_id,area_px,bbox_x,bbox_y,bbox_w,bbox_h,centroid_x,centroid_y,angle_deg,major_est,minor_est,aspect_est,perimeter,circularity
2,keyhole,1,4533,132,89,77,77,170.0,127.0,0.0,114.45597942803784,113.486486864271,1.008542792908759,250.1076455116272,0.8891342460935627
2,crack_tear,1,112,474,90,30,31,489.33035714285717,105.66071428571429,56.178783717407214,71.97864704431674,12.598110991640866,5.71344714922968,118.56854140758514,0.054525636545384566
2,crack_tear,2,70,435,97,15,30,443.7142857142857,109.37142857142857,67.28936045912685,56.052286128181464,9.548027141192488,5.870561470840082,81.59797894954681,0.06416969525924289
2,crack_tear,3,80,453,124,22,34,464.6875,143.2125,123.68691887135047,71.47949342223762,12.565060854508541,5.688749824704577,107.98275518417358,0.036103213733812374
2,crack_tear,4,119,672,124,52,27,701.2352941176471,138.9579831932773,156.6682282407687,91.34786239859547,14.392879789420402,6.346739317520188,146.02438521385193,0.03359185188833745
2,crack_tear,5,97,588,135,43,14,609.8762886597938,144.37113402061857,173.7881723667426,74.48610570116136,16.590751856565625,4.48961577242013,125.0538227558136,0.0345528898165596
2,crack_tear,6,72,832,175,27,28,843.5694444444445,189.0,48.37194433196713,63.36213240401342,5.681143237402015,11.153058214376353,81.39696788787842,0.07397040838366829
2,groove,1,2191,717,67,160,52,796.9292560474669,99.08671839342766,-175.14856497126843,261.2556752333603,49.30605250455436,5.298653140211847,510.35028624534607,0.094299374801125
2,groove,2,29019,109,73,753,124,467.53103139322513,129.62900168854887,-178.64610925233012,1175.3664728981598,138.85906783125836,8.464455960931627,3351.515928387642,0.03838771900542624
2,groove,3,2117,967,84,113,56,1038.4822862541332,108.93528578176665,157.94433810603024,167.64818271387963,68.7547958594761,2.43834889159117,474.40916085243225,0.11716899483293121
2,void_pit,1,287,901,94,35,31,920.198606271777,106.94425087108014,-138.02373905623642,67.36933495933116,17.831078262538394,3.7781972682308966,105.15432870388031,0.2744559741726209
2,void_pit,2,299,25,102,20,32,35.45150501672241,119.63545150501672,107.53304957494781,48.83432100851226,23.533747482680443,2.0750761845037844,88.5269113779068,0.4144954683014082
2,void_pit,3,195,828,175,28,23,841.7384615384616,184.1076923076923,-140.1070926814745,48.83188105969384,16.359869507922177,2.984857431239891,79.84061920642853,0.3164004611529096
