stem,class,blob_id,area_px,bbox_x,bbox_y,bbox_w,bbox_h,centroid_x,centroid_y,angle_deg,major_est,minor_est,aspect_est,perimeter,circularity
7,keyhole,1,8849,74,88,107,107,127.0,141.0,0.0,159.68597970934195,158.77596041525499,1.0057314613999215,351.3624777793884,0.8853571628724016
7,crack_tear,1,281,254,23,103,12,308.2633451957295,29.160142348754448,179.5075113034885,189.79395272054188,12.37545970187361,15.336314121365003,267.09545278549194,0.028976289873104393
7,crack_tear,2,100,423,34,51,8,448.7,37.91,-174.6643297383862,92.5561370113976,4.387342504828605,21.096168309942573,114.76955199241638,0.0448388379926423
7,crack_tear,3,110,765,47,48,9,787.6818181818181,48.85454545454545,178.292591674665,82.80422700597822,8.930130419460049,9.272453351082362,123.11269783973694,0.04394202197160416
7,crack_tear,4,466,814,47,228,6,923.4184549356223,49.34978540772532,179.89786116097434,397.97745774129055,5.8330649880169805,68.2278339656822,483.1959581375122,0.012755915228125171
7,crack_tear,5,139,24,77,13,66,27.258992805755394,110.15827338129496,85.70358390497533,115.1786238196267,14.444062437427537,7.974115062467479,147.01219260692596,0.04099135469132663
7,crack_tear,6,113,169,102,15,40,178.16814159292036,121.73451327433628,71.97200916948977,64.27453450299245,10.096895519244502,6.365771341766885,115.15432786941528,0.06017596448136351
7,crack_tear,7,60,128,181,35,15,142.91666666666666,191.46666666666667,159.96582373755953,59.75896687366699,8.148709800472215,7.333548623446544,82.18376529216766,0.04744363704974234
7,crack_tear,8,124,47,184,20,35,55.50806451612903,202.6048387096774,64.14831320659763,64.14909626418711,10.302947453138023,6.2262852770702635,95.49747371673584,0.15226089425809522
7,crack_tear,9,145,131,249,61,11,160.68275862068967,255.01379310344828,-174.02220123255097,97.3948468778613,11.665703117436081,8.348818545148134,149.98275482654572,0.04329411973860757
7,crack_tear,10,48,966,249,32,4,979.6875,250.3125,179.88187786008115,55.71276391069533,3.9427635282418754,14.130380729467072,67.55634891986847,0.045431959447487125
7,crack_tear,11,202,650,252,63,16,677.3762376237623,262.41089108910893,-173.6246698417619,102.99968854262991,16.40755308891776,6.277577266205664,191.43859839439392,0.042689415010393784
7,crack_tear,12,134,268,256,40,12,285.04477611940297,262.6641791044776,-172.8285873026847,70.97212225843452,12.273724661941536,5.782443262399569,102.42640602588654,0.11738485588497667
7,crack_tear,13,324,318,257,137,11,380.14814814814815,261.4938271604938,-179.51794337522253,220.29667676961725,15.4378233130616,14.269930289544048,366.46803629398346,0.014643739813564018
7,crack_tear,14,71,471,256,38,4,488.9154929577465,257.2112676056338,-177.03848092837538,59.28285225318716,3.6325944736622136,16.31969556836477,77.31370830535889,0.06937624581919445
7,crack_tear,15,166,543,256,76,6,577.2289156626506,259.0240963855422,-179.7108813348263,123.3664809200682,6.234193143448207,19.78868127642761,173.5979790687561,0.03502674817194268
7,crack_tear,16,33,1075,256,2,29,1075.878787878788,270.42424242424244,90.33977498864684,48.35183824874119,1.967858033572598,24.57078348796136,56.82842707633972,0.015564622222184155
7,groove,1,17784,0,19,1080,124,466.2325686009897,51.366902834008094,179.27161044389968,2205.8458904207137,125.2601229315224,17.610120612898424,2660.6660816669464,0.02955761842884964
7,groove,2,2403,803,240,227,30,901.4997919267582,256.39325842696627,177.2719698957812,364.6436256671267,26.14124051010301,13.948978877923606,534.5096663236618,0.09447850529052862
7,groove,3,3724,240,247,390,24,443.98523093447903,259.4105800214823,179.31267194999617,657.9841654930885,26.491675961347553,24.83739200251892,870.1492750644684,0.05701804094103898
7,groove,4,730,646,252,68,21,677.2356164383561,263.73150684931505,-175.2007260087214,109.97600289242624,21.864616850762864,5.029861653337295,156.66904664039612,0.3366194606748554
7,void_pit,1,1549,68,78,127,59,141.73208521626856,105.67785668173015,-174.73985578801884,253.2855106754342,92.14768472024457,2.74869095947125,386.9188269376755,0.11604736379160908
7,void_pit,2,257,200,131,22,35,214.09338521400778,145.13618677042803,74.42447551253997,41.22240526914545,36.88783281067558,1.1175068040242422,111.35533833503723,0.20825699936931066
7,void_pit,3,4719,39,143,168,123,98.7764356855266,213.4770078406442,-146.7371607470866,295.81458243674996,119.08243735868103,2.4841159327435394,757.2863582372665,0.10365652462734881
7,void_pit,4,502,168,154,36,37,184.91035856573706,168.1812749003984,126.57551885624865,58.56291078866876,36.78648676222427,1.5919679847448365,132.2253954410553,0.31912665868559564
7,excess_expulsion,1,136,1076,237,4,56,1078.1911764705883,267.25735294117646,90.92340329357928,99.48347937891282,4.716271092544666,21.093668352208336,115.65685415267944,0.07327599358009523
