stem,class,blob_id,area_px,bbox_x,bbox_y,bbox_w,bbox_h,centroid_x,centroid_y,angle_deg,major_est,minor_est,aspect_est,perimeter,circularity
4,keyhole,1,31425,17,45,201,201,117.0,145.0,0.0,300.31141677738987,299.7863495844143,1.0017514679769508,661.754397392273,0.8936401907742826
4,crack_tear,1,46,24,184,23,33,34.76086956521739,202.1086956521739,56.56772664867967,66.76959005161133,4.391208706607328,15.205283854047105,82.8111823797226,0.02290561231806194
4,groove,1,5683,244,7,388,41,460.1771951434102,25.308639802920993,-179.11941312746947,719.3529409580013,39.69817809693701,18.120552562409706,962.5756809711456,0.07092514966243472
4,groove,2,187,200,19,35,25,215.54545454545453,29.887700534759357,-153.6024701121218,66.88579730503189,16.998126813817535,3.934892009145935,108.5269113779068,0.14563562657684337
4,groove,3,3054,658,18,283,38,805.6535690897184,33.79142108709889,-177.53845990123003,432.54446211732727,44.23614963903705,9.778076434517338,734.9360724687576,0.06293293772269902
4,groove,4,123,991,46,25,6,1003.349593495935,48.447154471544714,-175.35740638465498,38.35235081105124,9.24498989754349,4.148446573510628,52.72792184352875,0.44068997380280733
4,groove,5,138,858,54,27,17,869.6884057971015,61.68115942028985,-157.59408585316189,54.834247022287336,10.886857450424698,5.036737390495626,73.4558435678482,0.24220912582506626
4,groove,6,2387,703,218,145,61,776.7557603686636,256.3481357352325,171.09080015761518,219.56355159939073,62.14235326164429,3.5332351696065447,564.9360724687576,0.08945808114328854
4,groove,7,677,870,229,63,35,898.6233382570163,250.19350073855244,155.71152743298785,106.05410490859504,27.45285992401743,3.863134891555599,189.8406194448471,0.20485164244571719
4,groove,8,5572,311,238,329,55,466.5157932519742,265.4813352476669,177.3877241267014,538.6559249324869,55.44068558290829,9.715895637889668,884.6761854887009,0.08278546629205558
4,groove,9,223,997,247,27,12,1008.5515695067264,251.91479820627802,174.36651636348412,43.54749421642248,16.138765949645894,2.698316070384669,68.14213538169861,0.5141998989555537
4,void_pit,1,8301,0,7,171,277,70.84977713528491,138.4307914709071,89.83729479137997,529.0536795288602,318.0471436777818,1.663444204364269,1296.246816277504,0.05869022614593401
4,void_pit,2,272,462,46,25,25,474.15808823529414,57.58455882352941,149.84400502866384,38.34575383830158,25.286821222501146,1.5164322942951731,85.69848394393921,0.3978199359293358
4,void_pit,3,1929,165,48,69,182,207.80196993260756,136.73043027475376,87.160717031808,305.413572495572,88.68547340221662,3.443783489395626,530.2152907848358,0.07603432265036345
4,void_pit,4,191,657,252,20,19,667.6335078534031,261.5130890052356,129.81800941904302,32.375213271371805,19.467235530826905,1.6630615865844525,63.455843806266785,0.505570391202487
4,excess_expulsion,1,1327,173,256,93,37,234.59984928409946,272.04672192916354,-170.02487825495749,116.30219725072024,51.93135476901671,2.239537087535629,248.95331728458405,0.2458418277619156
